ID,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,DAY_7,DAY_8,DAY_9,DAY_10,DAY_11,DAY_12,DAY_13,DAY_14,DAY_15,DAY_16,DAY_17,DAY_18,DAY_19,DAY_20,DAY_21,DAY_22,DAY_23,DAY_24,DAY_25,DAY_26,DAY_27,DAY_28,DAY_29,DAY_30,DAY_31
Mech_17,P,A,P,A,P,P,P,P,P,A,P,P,P,A,P,P,P,A,A,P,A,P,P,P,A,P,A,P,A,P,P
Mech_18,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,A,A,A,P,P,P,P,A,P,P,A,P,P,A,A
Mech_19,A,P,P,A,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A
Mech_20,P,P,P,P,A,P,A,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P,P,A,P,A,A,A
Mech_21,A,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P,A
Mech_22,P,P,P,A,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P
Mech_23,P,P,P,P,A,P,P,A,P,A,P,P,P,P,P,P,P,A,A,A,P,P,P,P,A,P,P,P,A,P,P
Mech_24,A,A,P,P,A,A,P,P,A,A,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P
Mech_25,P,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,A
Mech_26,P,P,P,A,P,A,P,A,P,A,P,P,A,P,P,P,P,A,A,P,P,P,P,P,A,A,P,P,P,P,P
Mech_27,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P
Mech_28,P,A,P,P,P,P,A,A,P,A,A,A,P,P,A,P,A,P,A,A,A,P,P,P,A,P,P,P,P,P,P
Mech_29,P,A,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P,A,A,A,P,A,P,A
Mech_30,A,A,P,P,P,P,A,P,P,P,P,A,P,P,A,A,P,P,A,P,P,P,P,P,A,P,A,A,P,P,P
Mech_31,P,P,A,A,P,P,A,P,P,A,A,A,P,P,P,P,A,P,A,P,P,A,A,P,A,P,P,P,A,P,P
Mech_32,P,A,P,A,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,P,P,A,P,P,A
Mech_33,A,P,A,A,P,P,P,P,P,A,P,P,A,A,P,A,P,P,A,P,A,P,A,P,P,P,P,A,A,P,A
Mech_34,A,P,P,P,P,P,A,A,P,A,P,P,P,P,P,P,P,A,A,P,A,P,P,P,P,A,A,P,A,A,A
Mech_35,A,P,P,P,P,A,A,P,P,P,P,A,P,P,P,P,A,P,A,P,P,P,P,A,A,P,P,A,P,P,A
Mech_36,P,P,P,A,P,P,P,A,P,P,A,A,P,P,A,P,P,P,A,P,A,P,A,P,P,P,P,P,P,P,P
Mech_37,P,P,P,A,P,A,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P
Mech_38,P,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,A,P,P,P,P,A,A,A,P,P,A,P,P,P
Mech_39,A,P,A,P,P,A,P,P,P,P,P,P,P,P,P,A,A,A,P,P,A,P,P,A,P,A,P,P,A,A,P
Mech_40,A,P,P,P,P,A,P,A,A,P,P,P,A,P,P,A,A,P,P,P,P,P,P,P,P,P,A,P,A,P,P
Mech_41,P,P,P,P,A,A,P,P,P,P,A,P,P,A,P,A,A,A,A,P,P,P,P,P,P,P,A,A,P,P,P
Mech_42,P,A,P,P,A,P,A,P,P,A,A,P,P,P,A,P,P,P,A,P,P,P,A,P,A,A,P,P,P,A,P
Mech_43,A,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,A,A,P,A,A,A,P,A,P,P,P,P,P,P
Mech_44,P,A,A,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,A,A,A,P,P,A,P,P,A,P
Mech_45,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P,P,A,A,P,P,P,A
Mech_46,P,A,P,P,P,P,P,A,P,P,P,P,A,P,A,P,P,P,P,A,A,P,A,P,P,A,P,A,P,P,P
Mech_47,A,P,A,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,A,P,P,A,P,P,P,P,P,P,A,P,A
Mech_48,P,P,P,P,A,A,P,P,P,P,A,P,P,A,P,A,A,A,A,P,P,P,P,A,P,P,P,A,P,P,P
Mech_49,P,A,P,A,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,A,A
Mech_50,P,P,A,P,P,A,P,A,P,P,P,P,P,A,P,A,A,P,P,P,P,P,P,A,P,A,A,P,P,A,P
Mech_51,A,A,P,P,P,A,P,P,P,P,P,A,A,P,P,P,P,P,A,P,P,P,A,P,P,P,A,P,P,P,A
Mech_52,P,P,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P
Mech_53,A,A,P,P,P,A,P,P,P,P,A,A,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P
Mech_54,A,P,P,P,A,P,A,P,P,P,A,A,P,P,P,P,P,P,A,P,A,P,A,A,P,A,P,P,A,P,A
Mech_55,A,P,A,P,P,A,P,P,P,P,A,P,A,P,A,P,P,P,P,P,P,P,A,P,P,A,P,A,A,A,P
Mech_56,A,P,A,P,P,A,P,A,P,P,A,A,P,P,P,A,A,A,P,P,P,P,A,P,A,A,P,P,P,P,P
Mech_57,P,P,P,P,P,P,P,P,A,A,A,P,P,A,P,P,P,P,A,A,A,P,P,A,P,A,P,P,P,A,P
Mech_58,P,A,P,A,P,A,P,P,P,P,P,P,P,A,A,P,P,P,P,A,A,P,A,P,P,P,P,P,P,P,P
Mech_59,A,A,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,A,A,P,P,A,A,P,P,A,P,P,P
Mech_60,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P
Mech_61,P,P,A,A,A,P,P,P,A,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,A,P,A,P,P,A,P
Mech_62,P,P,P,P,A,A,P,P,P,P,P,P,A,A,P,P,P,P,A,A,P,P,P,A,P,P,P,P,A,P,P
Mech_63,P,A,P,A,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A
Mech_64,A,P,A,P,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,A,P,P,P,A,P,A,A,A,P,P,A
Mech_65,A,P,A,P,A,P,P,P,P,A,P,P,P,P,A,P,P,A,P,A,P,P,P,A,P,P,A,P,P,P,A
Mech_66,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,A
Mech_67,P,P,A,P,P,P,P,A,P,P,A,A,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,A
Mech_68,P,P,A,P,A,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P,A,A,A,P,P,P,P,P,P
Mech_69,P,P,A,P,A,A,A,P,A,P,A,A,P,P,A,P,A,A,P,P,A,A,P,P,P,P,A,P,A,P,P
Mech_70,P,P,P,P,P,P,A,A,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,A
Mech_71,A,P,P,P,P,P,P,A,P,A,A,P,P,A,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P,P
Mech_72,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,A,P,A,P,P,A,A,P,P,A,P,P
Mech_73,P,P,P,P,A,P,P,P,P,P,A,P,A,A,P,P,P,P,P,A,P,P,A,P,A,P,P,P,A,P,P
Mech_74,P,P,P,P,P,P,A,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P,A,P,A
Mech_75,A,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,A,P,P,A,P,P,P,A,P,P,P,P,A,P,A
Mech_76,A,P,P,P,A,A,A,A,P,P,P,A,P,P,A,A,A,P,P,A,P,P,P,P,P,P,A,A,A,P,A
Mech_77,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P,P,P,P,P,P,A,P,A,P,P,A,P,P,P,P,P
Mech_78,A,A,A,P,P,A,A,P,P,P,P,A,P,A,P,A,P,P,P,P,P,P,P,P,A,P,A,A,P,P,A
Mech_79,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P
Mech_80,A,P,A,P,P,P,A,P,P,A,A,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A
Mech_81,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,A,A
Mech_82,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,A,P,A,A,P,A,A,A
Mech_83,A,P,P,A,P,P,P,A,P,P,P,A,P,P,P,P,P,P,A,A,A,P,A,A,P,P,P,P,P,P,P
Mech_84,A,P,A,A,P,P,A,P,P,A,A,P,A,P,P,A,P,P,P,A,A,A,P,A,P,P,P,P,P,P,A
Mech_85,P,P,P,A,A,A,A,A,P,P,A,A,P,P,P,P,P,A,A,P,P,P,P,P,A,A,A,A,P,P,P
Mech_86,A,A,A,P,A,A,P,P,P,P,A,A,P,P,P,P,A,P,A,P,A,P,P,A,A,P,A,P,P,P,P
Mech_87,A,P,P,P,A,P,P,A,P,P,P,P,P,A,P,P,A,P,P,A,P,P,P,A,P,A,A,P,P,A,A
Mech_88,P,P,P,A,A,P,P,P,P,A,P,A,A,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P
Mech_89,P,A,P,P,P,P,A,P,A,A,A,P,P,P,P,P,P,A,P,P,P,P,A,P,P,P,A,P,P,A,P
Mech_90,P,P,P,A,A,P,A,A,A,P,A,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,A,A,P,A,A
Mech_91,P,A,A,P,A,P,A,A,A,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,A,P,P,P,P,A,A
Mech_92,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,A,P,P,A,A,P,P,P,P
Mech_93,P,P,A,A,P,A,P,P,A,P,P,P,P,P,A,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P
Mech_94,P,P,P,P,A,P,A,P,P,P,P,P,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P
Mech_95,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P
Mech_96,P,A,P,P,A,A,P,P,P,P,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P
Mech_97,P,P,P,P,P,P,A,P,A,P,P,P,A,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,A,P
Mech_98,P,A,A,A,A,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,A,P,P,P,P
Mech_99,P,P,P,P,P,P,A,P,A,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,A,P,P,A,P,A,P
Mech_100,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,A,A,P
Mech_101,P,P,P,A,A,P,A,P,A,P,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,A,P,P,P,P,P
Mech_102,P,A,A,P,A,A,A,P,P,P,P,P,P,A,P,A,P,A,P,A,P,A,P,P,P,P,A,P,P,P,A
Mech_103,A,P,A,A,P,P,P,A,A,P,P,P,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,P,P,P
Mech_104,P,P,P,P,A,A,P,P,P,A,P,P,P,A,A,A,P,A,A,P,A,P,A,A,P,P,A,A,A,P,P
Mech_105,P,A,A,P,P,P,P,A,A,A,P,P,P,P,A,A,P,A,P,A,A,P,P,P,A,P,A,P,P,P,A
Mech_106,P,P,A,A,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P,A,A,P,P,A,P,P,P,P,A,A,P
Mech_107,P,P,P,P,P,P,P,P,P,P,A,P,A,A,P,P,P,A,P,P,P,P,P,A,A,P,P,A,P,A,P
Mech_108,A,P,P,A,P,P,A,A,P,P,P,P,A,P,P,P,P,A,P,A,P,P,A,A,P,P,P,A,P,P,P
Mech_109,A,P,P,A,P,A,P,P,P,P,A,P,P,P,A,A,A,P,P,P,P,P,A,A,P,P,P,A,A,A,P
Mech_110,A,P,P,P,A,P,A,P,A,P,P,P,A,P,P,P,P,P,A,A,P,P,A,A,A,P,P,P,A,P,A
Mech_111,A,P,P,P,P,A,P,A,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P,P,P,P,P
Mech_112,A,P,P,P,A,P,P,P,A,P,P,P,A,P,A,P,P,A,P,A,P,P,P,P,P,P,A,P,A,P,P
Mech_113,P,A,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P
Mech_114,A,P,P,P,P,P,P,P,P,P,A,A,A,P,P,A,P,A,P,P,P,P,P,P,P,A,A,A,A,P,A
Mech_115,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P,P,A,A,P,P,A,P,P,P
Mech_116,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,A,P,P,P,P
Mech_117,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,A,P,P,A,P,P,P,P,A
Mech_118,P,A,A,A,P,P,A,A,P,P,P,P,A,P,A,P,P,A,A,P,A,P,P,A,P,A,P,A,P,P,A
Mech_119,P,A,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,A,A,P,P,A,P,P,A,A
Mech_120,P,P,P,P,P,P,P,A,P,A,P,P,A,A,P,A,P,P,P,A,P,P,A,A,P,P,P,A,P,P,P
Mech_121,P,A,A,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,A,P,A,A
Mech_122,P,P,A,A,P,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,A
Mech_123,P,A,P,P,P,A,P,P,P,A,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A
Mech_124,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,A,P,P,A,P,P,P,P,P,P
Mech_125,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P,A,P,P,A,P,P,P,P,P,A,P
Mech_126,P,A,A,A,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,A
Mech_127,P,P,A,P,P,A,P,A,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A,P,P,A
Mech_128,P,A,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,A,P,A,A,P,P,P,P,A,P,A,A
Mech_129,A,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,A,A,P,P
Mech_130,P,P,P,P,P,A,P,P,P,A,P,P,A,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,P,A
Mech_131,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P,P,A,P,P,A,P,A,A,P,P,P
Mech_132,P,A,A,P,P,P,P,A,A,P,P,A,P,P,P,A,A,P,P,A,P,P,A,P,A,A,P,A,P,A,P
Mech_133,P,P,A,P,A,P,P,A,A,A,P,P,A,P,P,A,A,P,P,P,A,P,P,P,A,P,P,P,A,P,A
Mech_134,P,P,A,P,P,P,P,P,P,P,A,P,A,P,P,P,A,P,P,P,A,P,A,A,P,A,P,P,P,A,A
Mech_135,A,P,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,A,P,A,A,P,P,P,A,A,P,P,P,P
Mech_136,A,P,P,P,P,A,P,A,A,P,P,P,P,A,P,A,P,P,A,P,P,A,P,P,A,A,A,P,P,P,P
Mech_137,A,A,P,P,P,P,P,A,P,A,A,P,P,A,P,P,A,P,P,P,P,P,A,P,A,P,P,P,A,P,P
Mech_138,P,A,P,A,P,P,P,P,P,A,A,A,P,A,A,A,P,P,A,P,A,A,A,P,P,A,P,P,P,P,P
Mech_139,A,P,P,P,A,A,A,A,P,P,A,A,P,P,P,P,A,P,P,A,P,A,P,P,P,P,A,P,A,P,A
Mech_140,P,A,P,P,P,P,P,A,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,A
Mech_141,P,A,P,P,P,P,P,P,P,A,P,A,P,A,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P,P,P
Mech_142,P,A,P,P,A,P,A,P,A,P,A,A,P,A,A,A,P,P,P,P,P,A,P,P,P,P,A,A,A,A,P
Mech_143,P,A,P,P,P,P,A,P,A,P,A,P,P,P,P,A,P,A,A,P,P,A,P,P,P,P,P,P,P,A,A
Mech_144,P,P,P,P,A,A,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,A,P,A,A,P
Mech_145,P,A,P,A,P,P,P,P,P,P,A,P,P,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,P,P,P
Mech_146,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,P,A,P,A,P
Mech_147,A,P,P,P,P,P,P,P,A,A,P,P,A,A,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,P
Mech_148,P,P,P,P,P,A,P,P,A,P,P,A,A,P,A,A,A,P,A,A,P,P,P,P,P,A,P,P,P,A,A
Mech_149,P,P,A,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,P
Mech_150,P,P,P,A,P,P,P,A,P,A,P,P,A,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P
Mech_151,P,P,A,A,A,A,P,A,A,P,A,P,A,P,P,P,A,A,P,P,P,P,P,A,P,A,P,P,P,A,P
Mech_152,P,A,P,A,A,P,P,P,A,P,A,A,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,P,A,P,P
Mech_153,A,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A,A,P,P,P,A,P,P,P,A,P,P,P,P
Mech_154,P,A,A,P,P,P,A,P,P,A,P,P,A,A,P,A,P,A,P,A,A,P,P,A,A,A,A,A,P,P,A
Mech_155,P,P,P,A,P,A,P,P,A,P,A,P,A,P,P,P,A,A,A,A,A,P,A,A,P,P,P,P,P,P,P
Mech_156,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,A,P,A,P,A,A,A,A,A,A,P,A,A
Mech_157,P,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,P,P,P,P
Mech_158,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,A,P,P,P,A,A,A,P,A,A,P,P,P,P
Mech_159,A,P,P,A,P,A,A,P,P,P,A,A,A,P,A,A,P,A,P,P,P,P,P,P,P,P,P,A,P,P,A
Mech_160,A,A,A,A,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,A,A,A,P,P,P,A,P,A,P,A
Mech_161,P,P,A,A,P,A,P,A,P,A,A,P,P,P,P,P,P,A,P,P,A,A,P,P,A,P,A,A,P,P,P
Mech_162,P,P,A,P,P,A,A,P,P,P,P,A,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,P
Mech_163,A,P,P,A,A,A,A,A,A,P,P,P,P,P,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P
Mech_164,P,A,A,A,A,P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,A,P,A,A
Mech_165,P,P,A,P,P,P,P,P,P,A,A,A,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P
Mech_166,A,P,P,P,P,P,P,A,P,A,P,P,P,P,A,A,A,A,A,A,P,P,A,P,P,P,A,P,P,A,P
Mech_167,P,P,A,P,A,A,P,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,A,A,P,P
Mech_168,P,A,P,P,P,P,A,A,A,A,P,P,A,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,A,P,P
Mech_169,P,P,P,A,P,P,P,P,P,A,P,P,A,P,P,P,P,P,A,P,A,P,P,P,A,P,P,P,P,A,P
Mech_170,P,A,P,P,A,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,A,P,P,A,P,P,P,P,P
Mech_171,A,A,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,P,P,P,P,P,P,A,A,A,P,P,P,A
Mech_172,P,P,P,P,P,P,P,A,A,P,P,P,P,A,P,P,P,A,A,P,P,P,P,A,P,P,P,P,P,P,A
Mech_173,P,P,A,A,P,A,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P
Mech_174,P,A,P,P,A,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A,A,P,P,P,P,A,P,A,P,A
Mech_175,P,P,P,P,A,A,P,P,P,P,A,P,P,A,P,P,A,A,P,A,P,A,P,P,A,P,P,P,P,A,P
Mech_176,A,A,P,P,P,A,P,A,P,P,P,P,P,A,A,P,P,A,A,P,A,A,P,P,A,P,P,P,P,P,A
Mech_177,P,P,A,P,P,P,P,P,P,P,A,A,A,A,P,P,A,P,A,A,P,A,P,P,P,A,P,P,P,P,P
Mech_178,P,P,P,A,P,P,P,A,A,A,P,P,A,P,A,A,A,A,A,A,P,P,P,A,P,P,P,P,P,A,P
Mech_179,A,P,P,A,P,P,P,P,P,A,A,P,P,P,P,P,A,P,P,P,A,A,P,P,P,P,A,P,A,P,P
Mech_180,A,P,P,P,P,P,A,P,A,A,A,A,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P,P,P,A
Etc_1,P,A,P,P,P,P,P,P,P,P,A,P,A,P,A,A,P,A,P,P,P,A,P,A,P,P,P,P,P,P,A
Etc_2,P,P,A,P,A,P,P,P,P,A,P,A,A,P,A,P,P,A,P,P,A,P,P,P,P,A,P,A,A,A,A
Etc_3,P,A,P,P,A,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P
Etc_4,P,P,P,P,P,P,A,P,P,P,P,A,A,A,P,A,P,P,P,P,P,P,A,A,P,A,P,P,P,P,A
Etc_5,P,P,P,P,P,P,P,P,P,A,P,P,A,P,A,P,P,P,P,A,P,P,P,P,A,P,A,A,P,P,A
Etc_6,P,A,P,A,P,P,P,P,A,P,A,P,P,P,P,P,A,A,P,P,P,P,A,A,P,P,A,A,P,A,P
Etc_7,P,P,P,A,A,P,P,A,P,P,P,P,P,A,A,P,P,A,A,P,A,A,A,P,P,P,A,P,A,P,P
Etc_8,P,P,P,P,P,A,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,A,P,P,A,A,P,P,P,A,A
Etc_9,P,P,P,A,A,A,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,P,A,P,P,P,P
Etc_10,P,P,P,P,P,A,A,A,P,P,P,A,P,P,P,P,P,P,A,P,P,A,P,P,P,A,P,P,A,A,P
Etc_11,P,P,P,P,P,A,P,A,P,P,P,P,P,A,A,P,A,A,P,A,A,P,P,A,P,A,A,P,A,P,P
Etc_12,P,P,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,P,P,A,P,A,P,A,P,P,P,A,P,P
Etc_13,A,A,P,P,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,A,P,P,P,P,P,P,A,P,P,A,P
Etc_14,P,A,P,A,P,P,P,P,A,P,A,P,P,P,P,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A
Etc_15,P,A,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A,A,A,P,P
Etc_16,A,P,A,P,A,A,P,P,A,P,P,A,A,P,A,P,A,A,P,P,A,P,A,P,P,P,P,P,P,P,P
Etc_17,P,P,A,P,P,A,A,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,A,P,P,P,A,P,A,P
Etc_18,A,A,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,P,P,P,A,P,P,P
Etc_19,P,P,P,A,P,A,P,P,P,A,A,P,P,P,A,P,P,A,P,A,A,P,A,P,P,P,P,P,P,P,P
Etc_20,A,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,A,P,P,A,A,P
Etc_21,P,A,P,A,P,P,P,P,P,P,P,A,A,A,P,P,P,P,P,P,A,A,A,P,P,A,A,A,P,P,P
Etc_22,P,P,P,A,P,A,P,P,P,P,P,P,P,A,P,P,A,A,P,P,A,P,P,A,P,P,P,P,P,P,A
Etc_23,P,A,P,P,P,P,A,P,P,P,P,P,P,P,A,A,A,A,P,P,P,P,P,P,A,P,A,A,P,A,P
Etc_24,A,A,P,P,P,A,P,P,P,A,P,A,P,P,P,P,P,P,P,P,P,A,P,P,A,A,A,P,P,A,P
Etc_25,A,P,A,P,P,A,A,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,A,A
Etc_26,P,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,A,P,A,A,A
Etc_27,A,A,A,P,P,P,P,P,P,P,P,A,P,P,A,P,P,P,P,A,A,P,A,A,P,P,P,A,P,A,A
Etc_28,A,P,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,A,P,A,P,P,P,A,P,P
Etc_29,P,P,A,P,P,A,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,A,A,A,P,A,P,P,P,A,P
Etc_30,P,P,P,A,A,P,P,P,P,P,P,P,P,P,A,P,A,P,P,P,P,P,P,P,A,A,A,P,P,P,P
Etc_31,A,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,A,P,P,A,P,A,P,P,P,P,A
Etc_32,A,P,P,P,A,A,P,P,P,P,P,A,P,A,P,A,P,A,A,P,P,P,P,A,A,P,A,A,P,P,P
Etc_33,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,A,A,A,P,P,P,P,A,P,P,A,P,P
Etc_34,P,A,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,A,A,A,A,P,P,P,P,P,P,P
Etc_35,P,P,A,A,P,A,A,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P
Etc_36,A,P,A,P,A,A,A,P,A,A,A,A,P,P,P,P,A,A,A,P,P,P,P,P,A,P,A,A,P,A,A
Etc_37,P,P,A,P,P,P,P,A,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P,P,A
Etc_38,P,A,P,A,P,P,A,P,P,P,P,P,A,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,P,A,A
Etc_39,A,A,P,A,P,A,A,A,P,P,P,A,A,P,P,P,P,A,P,A,P,P,A,P,P,A,A,A,P,A,A
